native_language,english_term,caption_text,incident_tier,topic_tags,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
menti,cops,Police-involved matter reported,10,Crime - Non-Active,188297,CompanyKeyword,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
mentu,cops,Police-involved matter reported,10,Crime - Non-Active,188297,Media,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
mentiem,cops,Police-involved matter reported,10,Crime - Non-Active,188297,CompanyKeyword,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
mentus,cops,Police-involved matter reported,10,Crime - Non-Active,188297,FTO,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
mentos,cops,Police-involved matter reported,10,Crime - Non-Active,188297,space,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policists,policeman,Police-involved matter reported,10,Crime - Non-Active,188297,Person,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policista,policeman,Police-involved matter reported,10,Crime - Non-Active,188297,CompanyKeyword,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policistam,policeman,Police-involved matter reported,10,Crime - Non-Active,188297,Legislator,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policistu,policeman,Police-involved matter reported,10,Crime - Non-Active,188297,space,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policistā,policeman,Police-involved matter reported,10,Crime - Non-Active,188297,Consulates,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policisti,policemen,Police-involved matter reported,10,Crime - Non-Active,188297,FTO,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policistu,policemen,Police-involved matter reported,10,Crime - Non-Active,188297,Consulates,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policistiem,policemen,Police-involved matter reported,10,Crime - Non-Active,188297,Consulates,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policistus,policemen,Police-involved matter reported,10,Crime - Non-Active,188297,Pipeline,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
policistos,policemen,Police-involved matter reported,10,Crime - Non-Active,188297,Person,Police-involved matter reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_latvia_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
ievainot,injure,Incident with casualties reported,6,Crime - Non-Active,188297,Refinery,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainoju,injure,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievaino,injure,Incident with casualties reported,6,Crime - Non-Active,188297,IndustryTerm,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainojam,injure,Incident with casualties reported,6,Crime - Non-Active,188297,Pipeline,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainojat,injure,Incident with casualties reported,6,Crime - Non-Active,188297,Wells,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainoju,injure,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainoji,injure,Incident with casualties reported,6,Crime - Non-Active,188297,News,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainoja,injure,Incident with casualties reported,6,Crime - Non-Active,188297,Exec,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainojām,injure,Incident with casualties reported,6,Crime - Non-Active,188297,Shipping,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainojāt,injure,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinistry,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotais,injured,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotā,injured,Incident with casualties reported,6,Crime - Non-Active,188297,LegislativeCommittee,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainots,injured,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainota,injured,Incident with casualties reported,6,Crime - Non-Active,188297,Pipeline,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotam,injured,Incident with casualties reported,6,Crime - Non-Active,188297,LegislativeCommittee,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotu,injured,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinister,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievinoti,injured,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinister,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotu,injured,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotiem,injured,Incident with casualties reported,6,Crime - Non-Active,188297,Exec,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotus,injured,Incident with casualties reported,6,Crime - Non-Active,188297,CompanyKeyword,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
ievainotos,injured,Incident with casualties reported,6,Crime - Non-Active,188297,Media,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavība,murder,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinistry,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavības,murder,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavībai,murder,Incident with casualties reported,6,Crime - Non-Active,188297,Legislator,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavību,murder,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavībā,murder,Incident with casualties reported,6,Crime - Non-Active,188297,Keyphrase,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavībām,murder,Incident with casualties reported,6,Crime - Non-Active,188297,Keyphrase,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavības,murder,Incident with casualties reported,6,Crime - Non-Active,188297,space,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
slepkavībās,murder,Incident with casualties reported,6,Crime - Non-Active,188297,Wells,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavots,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,Consulates,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavota,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,CompanyKeyword,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavoti,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,Legislator,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotais,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinister,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotā,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,Wells,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotam,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,Media,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotu,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,DiplomaticFacilities,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotā,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,Keyphrase,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotiem,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,Wells,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotus,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinister,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
noslepkavotos,murdered,Incident with casualties reported,6,Crime - Non-Active,188297,DiplomaticFacilities,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalināt,kill,Incident with casualties reported,6,Crime - Non-Active,188297,FTO,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinu,kill,Incident with casualties reported,6,Crime - Non-Active,188297,AAEntity,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalini,kill,Incident with casualties reported,6,Crime - Non-Active,188297,FTO,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalina,kill,Incident with casualties reported,6,Crime - Non-Active,188297,Pipeline,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinām,kill,Incident with casualties reported,6,Crime - Non-Active,188297,Person,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalināju,kill,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinister,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalināji,kill,Incident with casualties reported,6,Crime - Non-Active,188297,Media,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalināja,kill,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinājām,kill,Incident with casualties reported,6,Crime - Non-Active,188297,Pipeline,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinājāt,kill,Incident with casualties reported,6,Crime - Non-Active,188297,IndustryTerm,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalināts,killed,Incident with casualties reported,6,Crime - Non-Active,188297,DiplomaticFacilities,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalināta,killed,Incident with casualties reported,6,Crime - Non-Active,188297,ForeignMinistry,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātam,killed,Incident with casualties reported,6,Crime - Non-Active,188297,FTO,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātu,killed,Incident with casualties reported,6,Crime - Non-Active,188297,FTO,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātā,killed,Incident with casualties reported,6,Crime - Non-Active,188297,Exec,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalināti,killed,Incident with casualties reported,6,Crime - Non-Active,188297,AAEntity,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātiem,killed,Incident with casualties reported,6,Crime - Non-Active,188297,Media,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātus,killed,Incident with casualties reported,6,Crime - Non-Active,188297,Organization,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātos,killed,Incident with casualties reported,6,Crime - Non-Active,188297,Consulates,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātas,killed,Incident with casualties reported,6,Crime - Non-Active,188297,CompanyKeyword,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
nogalinātas,killed,Incident with casualties reported,6,Crime - Non-Active,188297,IndustryTerm,Incident with casualties reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,d5478d4ac02869050574031e2936edb7,local_news_physical_safety_latvia_caption_topic_threshold_mapping__d5478d4ac02869050574031e2936edb7
šaušana,shooting,Shooting incident reported,4,Crime - Non-Active,188297,CompanyKeyword,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
šaušanas,shooting,Shooting incident reported,4,Crime - Non-Active,188297,space,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
šaušanai,shooting,Shooting incident reported,4,Crime - Non-Active,188297,IndustryTerm,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
šaušanu,shooting,Shooting incident reported,4,Crime - Non-Active,188297,Organization,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
šaušanā,shooting,Shooting incident reported,4,Crime - Non-Active,188297,DiplomaticFacilities,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
šaušanām,shooting,Shooting incident reported,4,Crime - Non-Active,188297,ForeignMinistry,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
šaušanās,shooting,Shooting incident reported,4,Crime - Non-Active,188297,ForeignMinister,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
nošauts,shot,Shooting incident reported,4,Crime - Non-Active,188297,ForeignMinister,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
nošauta,shot,Shooting incident reported,4,Crime - Non-Active,188297,FTO,Shooting incident reported,,local_news_physical_safety_latvia_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_latvia_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
